,date,close,high,low,open,volume
764,07/08/2019,199.04,199.56,193.82,195.41,33364400
765,08/08/2019,203.43,203.53,199.39,200.2,27009523
766,09/08/2019,200.99,202.76,199.29,201.3,24619746
767,12/08/2019,200.48,202.05,199.15,199.62,22481889
768,13/08/2019,208.97,212.14,200.48,201.02,47539786
769,14/08/2019,202.75,206.44,202.59,203.16,36547443
770,15/08/2019,201.74,205.14,199.67,203.46,27883363
771,16/08/2019,206.5,207.16,203.84,204.28,28813624
772,19/08/2019,210.35,212.73,210.03,210.62,24431915
773,20/08/2019,210.36,213.35,210.32,210.88,26919529
774,21/08/2019,212.64,213.65,211.6,212.99,21564747
775,22/08/2019,212.46,214.44,210.75,213.19,22267819
776,23/08/2019,202.64,212.05,201,209.43,46882843
777,26/08/2019,206.49,207.19,205.06,205.86,26066130
778,27/08/2019,204.16,208.55,203.53,207.86,25897344
779,28/08/2019,205.53,205.72,203.32,204.1,15957632
780,29/08/2019,209.01,209.32,206.66,208.5,21007652
781,30/08/2019,208.74,210.45,207.2,210.16,21162561
782,03/09/2019,205.7,206.98,204.22,206.43,20059574
783,04/09/2019,209.19,209.48,207.32,208.39,19216820
784,05/09/2019,213.28,213.97,211.51,212,23946984
785,06/09/2019,213.26,214.42,212.51,214.05,19362294
786,09/09/2019,214.17,216.44,211.07,214.84,27309401
787,10/09/2019,216.7,216.78,211.71,213.86,31777931
788,11/09/2019,223.59,223.71,217.73,218.07,44289646
789,12/09/2019,223.09,226.42,222.86,224.8,32226669
790,13/09/2019,218.75,220.79,217.02,220,39763296
791,16/09/2019,219.9,220.13,217.56,217.73,21158141
792,17/09/2019,220.7,220.82,219.12,219.96,18386468
793,18/09/2019,222.77,222.85,219.44,221.06,25643093
794,19/09/2019,220.96,223.76,220.37,222.01,22187876
795,20/09/2019,217.73,222.56,217.47,221.38,57977094
796,23/09/2019,218.72,219.84,217.65,218.95,19419648
797,24/09/2019,217.68,222.49,217.19,221.03,31434367
798,25/09/2019,221.03,221.5,217.14,218.55,22481006
799,26/09/2019,219.89,220.94,218.83,220,19088312
800,27/09/2019,218.82,220.96,217.28,220.54,25361285
801,30/09/2019,223.97,224.58,220.79,220.9,26318583
802,01/10/2019,224.59,228.22,224.2,225.07,36187163
803,02/10/2019,218.96,223.58,217.93,223.06,35767257
804,03/10/2019,220.82,220.96,215.13,218.43,30352686
805,04/10/2019,227.01,227.49,223.89,225.64,34755553
806,07/10/2019,227.06,229.93,225.84,226.27,30889269
807,08/10/2019,224.4,228.06,224.33,225.82,29282700
808,09/10/2019,227.03,227.79,225.64,227.03,19029424
809,10/10/2019,230.09,230.44,227.3,227.93,28962984
810,11/10/2019,236.21,237.64,232.31,232.95,41990210
811,14/10/2019,235.87,238.13,234.67,234.9,24413484
812,15/10/2019,235.32,237.65,234.88,236.39,23040483
813,16/10/2019,234.37,235.24,233.2,233.37,19286694
814,17/10/2019,235.28,236.15,233.52,235.09,17272897
815,18/10/2019,236.41,237.58,234.29,234.59,24248023
816,21/10/2019,240.51,240.99,237.32,237.52,21811567
817,22/10/2019,239.96,242.2,239.62,241.16,22684001
818,23/10/2019,243.18,243.24,241.22,242.1,19932545
819,24/10/2019,243.58,244.8,241.81,244.51,17916255
820,25/10/2019,246.58,246.73,242.88,243.16,18369296
821,28/10/2019,249.05,249.25,246.72,247.42,23655368
822,29/10/2019,243.29,249.75,242.57,248.97,35709867
823,30/10/2019,243.26,245.3,241.21,244.76,31130522
824,31/10/2019,248.76,249.17,237.26,247.24,34790520
825,01/11/2019,255.82,255.93,249.16,249.54,37781334
826,04/11/2019,257.5,257.85,255.38,257.33,25817952
827,05/11/2019,257.13,258.19,256.32,257.05,19974427
828,06/11/2019,257.24,257.49,255.37,256.77,18966124
829,07/11/2019,259.43,260.35,258.11,258.74,23735083
830,08/11/2019,260.14,260.44,256.85,258.69,17520495
831,11/11/2019,262.2,262.47,258.28,258.3,20507459
832,12/11/2019,261.96,262.79,260.92,261.55,21847226
833,13/11/2019,264.47,264.78,261.07,261.13,25817593
834,14/11/2019,262.64,264.88,262.1,263.75,22395556
835,15/11/2019,265.76,265.78,263.01,263.68,25093666
836,18/11/2019,267.1,267.43,264.23,265.8,21700897
837,19/11/2019,266.29,268,265.39,267.9,19069597
838,20/11/2019,263.19,266.08,260.4,265.54,26609919
839,21/11/2019,262.01,264.01,261.18,263.69,30348778
840,22/11/2019,261.78,263.18,260.84,262.59,16331263
841,25/11/2019,266.37,266.44,262.52,262.71,21029517
842,26/11/2019,264.29,267.16,262.5,266.94,26334882
843,27/11/2019,267.84,267.98,265.31,265.58,16386122
844,29/11/2019,267.25,268,265.9,266.6,11654363
845,02/12/2019,264.16,268.25,263.45,267.27,23693550
846,03/12/2019,259.45,259.53,256.29,258.31,29377268
847,04/12/2019,261.74,263.31,260.68,261.07,16810388
848,05/12/2019,265.58,265.89,262.73,263.79,18661343
849,06/12/2019,270.71,271,267.3,267.48,26547493
850,09/12/2019,266.92,270.8,264.91,270,32182645
851,10/12/2019,268.48,270.07,265.86,268.6,22632383
852,11/12/2019,270.77,271.1,268.5,268.81,19723391
853,12/12/2019,271.46,272.56,267.32,267.78,34437042
854,13/12/2019,275.15,275.3,270.93,271.46,33432806
855,16/12/2019,279.86,280.79,276.98,277,32081105
856,17/12/2019,280.41,281.77,278.8,279.57,28575798
857,18/12/2019,279.74,281.9,279.12,279.8,29024687
858,19/12/2019,280.02,281.18,278.95,279.5,24626947
859,20/12/2019,279.44,282.65,278.56,282.23,69032743
860,23/12/2019,284,284.25,280.37,280.53,24677883
861,24/12/2019,284.27,284.89,282.92,284.69,12119714
862,26/12/2019,289.91,289.98,284.7,284.82,23334004
863,27/12/2019,289.8,293.97,288.12,291.12,36592936
864,30/12/2019,291.52,292.69,285.22,289.46,36059614
865,31/12/2019,293.65,293.68,289.52,289.93,25247625
866,02/01/2020,300.35,300.6,295.19,296.24,33911864
867,03/01/2020,297.43,300.58,296.5,297.15,36633878
868,06/01/2020,299.8,299.96,292.75,293.79,29644644
869,07/01/2020,298.39,300.9,297.48,299.84,27877655
870,08/01/2020,303.19,304.44,297.16,297.16,33090946
871,09/01/2020,309.63,310.43,306.2,307.24,42621542
872,10/01/2020,310.33,312.67,308.25,310.6,35217272
873,13/01/2020,316.96,317.07,311.15,311.64,30028742
874,14/01/2020,312.68,317.57,312.17,316.7,40653457
875,15/01/2020,311.34,315.5,309.55,311.85,30480882
876,16/01/2020,315.24,315.7,312.09,313.59,27207254
877,17/01/2020,318.73,318.74,315,316.27,34454117
878,21/01/2020,316.57,319.02,316,317.19,27235039
879,22/01/2020,317.7,319.99,317.31,318.58,25458115
880,23/01/2020,319.23,319.56,315.65,317.92,26117993
881,24/01/2020,318.31,323.33,317.52,320.25,36634380
882,27/01/2020,308.95,311.77,304.88,310.06,40485005
883,28/01/2020,317.69,318.4,312.19,312.6,40558486
884,29/01/2020,324.34,327.85,321.38,324.45,54149928
885,30/01/2020,323.87,324.09,318.75,320.54,31685808
886,31/01/2020,309.51,322.68,308.29,320.93,49897096
887,03/02/2020,308.66,313.49,302.22,304.3,43496401
888,04/02/2020,318.85,319.64,313.63,315.31,34154134
889,05/02/2020,321.45,324.76,318.95,323.52,29706718
890,06/02/2020,325.21,325.22,320.26,322.57,26356385
891,07/02/2020,320.03,323.4,318,322.37,29421012
892,10/02/2020,321.55,321.55,313.85,314.18,27337215
893,11/02/2020,319.61,323.9,318.71,323.6,23580780
894,12/02/2020,327.2,327.22,321.47,321.47,28432573
895,13/02/2020,324.87,326.22,323.35,324.19,23686892
896,14/02/2020,324.95,325.98,322.85,324.74,20028447
897,18/02/2020,319,319.75,314.61,315.36,38190545
898,19/02/2020,323.62,324.57,320,320,23495991
899,20/02/2020,320.3,324.65,318.21,322.63,25141489
900,21/02/2020,313.05,320.45,310.5,318.62,32426415
901,24/02/2020,298.18,304.18,289.23,297.26,55548828
902,25/02/2020,288.08,302.53,286.13,300.95,57668364
903,26/02/2020,292.65,297.88,286.5,286.53,49678431
904,27/02/2020,273.52,286,272.96,281.1,80151381
905,28/02/2020,273.36,278.41,256.37,257.26,106721230
906,02/03/2020,298.81,301.44,277.72,282.28,85349339
907,03/03/2020,289.32,304,285.8,303.67,79868852
908,04/03/2020,302.74,303.4,293.13,296.44,54794568
909,05/03/2020,292.92,299.55,291.41,295.52,46893219
910,06/03/2020,289.03,290.82,281.23,282,56544246
911,09/03/2020,266.17,278.09,263,263.75,71686208
912,10/03/2020,285.34,286.44,269.37,277.14,71322520
913,11/03/2020,275.43,281.22,271.86,277.39,64094970
914,12/03/2020,248.23,270,248,255.94,104618517
915,13/03/2020,277.97,279.92,252.95,264.89,92683032
916,16/03/2020,242.21,259.08,240,241.95,80605865
917,17/03/2020,252.86,257.61,238.4,247.51,81013965
918,18/03/2020,246.67,250,237.12,239.77,75058406
919,19/03/2020,244.78,252.84,242.61,247.39,67964255
920,20/03/2020,229.24,251.83,228,247.18,100423346
921,23/03/2020,224.37,228.5,212.61,228.08,84188208
922,24/03/2020,246.88,247.69,234.3,236.36,71882773
923,25/03/2020,245.52,258.25,244.3,250.75,75900510
924,26/03/2020,258.44,258.68,246.36,246.52,63140169
925,27/03/2020,247.74,255.87,247.05,252.75,51054153
926,30/03/2020,254.81,255.52,249.4,250.74,41994110
927,31/03/2020,254.29,262.49,252,255.6,49250501
928,01/04/2020,240.91,248.72,239.13,246.5,44054638
929,02/04/2020,244.93,245.15,236.9,240.34,41483493
930,03/04/2020,241.41,245.7,238.97,242.8,32470017
931,06/04/2020,262.47,263.11,249.38,250.9,50455071
932,07/04/2020,259.43,271.7,259,270.8,50721831
933,08/04/2020,266.07,267.37,261.23,262.74,42223821
934,09/04/2020,267.99,270.07,264.7,268.7,40529123
935,13/04/2020,273.25,273.7,265.83,268.31,32755731
936,14/04/2020,287.05,288.25,278.05,280,48748672
937,15/04/2020,284.43,286.33,280.63,282.4,32788641
938,16/04/2020,286.69,288.2,282.35,287.38,39281290
939,17/04/2020,282.8,286.95,276.86,284.69,53812478
940,20/04/2020,276.93,281.68,276.85,277.95,32503750
941,21/04/2020,268.37,277.25,265.43,276.28,45247893
942,22/04/2020,276.1,277.9,272.2,273.61,29264342
943,23/04/2020,275.03,281.75,274.87,275.87,31203582
944,24/04/2020,282.97,283.01,277,277.2,31627183
945,27/04/2020,283.17,284.54,279.95,281.8,29271893
946,28/04/2020,278.58,285.83,278.2,285.08,28001187
947,29/04/2020,287.73,289.67,283.89,284.73,34320204
948,30/04/2020,293.8,294.53,288.35,289.96,45765968
949,01/05/2020,289.07,299,285.85,286.25,60154175
950,04/05/2020,293.16,293.69,286.32,289.17,33391986
951,05/05/2020,297.56,301,294.46,295.06,36937795
952,06/05/2020,300.63,303.24,298.87,300.46,35583438
953,07/05/2020,303.74,305.17,301.97,303.22,28803764
954,08/05/2020,310.13,310.35,304.29,305.64,33511985
955,11/05/2020,315.01,317.05,307.24,308.1,36486561
956,12/05/2020,311.41,319.69,310.91,317.83,40575263
957,13/05/2020,307.65,315.95,303.21,312.15,50155639
958,14/05/2020,309.54,309.79,301.53,304.51,39732269
959,15/05/2020,307.71,307.9,300.21,300.35,41587094
960,18/05/2020,314.96,316.5,310.32,313.17,33843125
961,19/05/2020,313.14,318.52,313.01,315.03,25432385
962,20/05/2020,319.23,319.52,316.52,316.68,27876215
963,21/05/2020,316.85,320.89,315.87,318.66,25672211
964,22/05/2020,318.89,319.23,315.35,315.77,20450754
965,26/05/2020,316.73,324.24,316.5,323.5,31380454
966,27/05/2020,318.11,318.71,313.09,316.14,28236274
967,28/05/2020,318.25,323.44,315.63,316.77,33449103
968,29/05/2020,317.94,321.15,316.47,319.25,38399532
969,01/06/2020,321.85,322.35,317.21,317.75,20254653
970,02/06/2020,323.34,323.44,318.93,320.75,21910704
971,03/06/2020,325.12,326.2,322.3,324.66,26122804
972,04/06/2020,322.32,325.62,320.78,324.39,21890091
973,05/06/2020,331.5,331.75,323.23,323.35,34312550
974,08/06/2020,333.46,333.6,327.32,330.25,23913634
975,09/06/2020,343.99,345.61,332.01,332.14,36928091
976,10/06/2020,352.84,354.77,346.09,347.9,41662938
977,11/06/2020,335.9,351.06,335.48,349.31,50415613
978,12/06/2020,338.8,347.8,334.22,344.72,50036513
979,15/06/2020,342.99,345.68,332.58,333.25,34702230
980,16/06/2020,352.08,353.2,344.72,351.46,41357182
981,17/06/2020,351.59,355.4,351.09,355.15,28601626
982,18/06/2020,351.73,353.45,349.22,351.41,24205096
983,19/06/2020,349.72,356.56,345.15,354.64,66118952
984,22/06/2020,358.87,359.46,351.15,351.34,33861316
985,23/06/2020,366.53,372.38,362.27,364,53038869
986,24/06/2020,360.06,368.79,358.52,365,48155849
987,25/06/2020,364.84,365,357.57,360.7,34380628
988,26/06/2020,353.63,365.32,353.02,364.41,51314211
989,29/06/2020,361.78,362.1736,351.28,353.25,32661519
990,30/06/2020,364.8,365.98,360,360.08,35055821
991,01/07/2020,364.11,367.36,363.91,365.12,27690454
992,02/07/2020,364.11,370.47,363.64,367.85,28814516
993,06/07/2020,373.85,375.78,369.87,370,29745936
994,07/07/2020,372.69,378.62,372.23,375.41,28206999
995,08/07/2020,381.37,381.5,376.36,376.72,29274479
996,09/07/2020,383.01,385.27,378.69,385.05,31420357
997,10/07/2020,383.68,383.92,378.82,381.34,22564330
998,13/07/2020,381.91,399.82,381.03,389.06,47913079
999,14/07/2020,388.23,389.02,375.51,379.36,42748119
1000,15/07/2020,390.9,396.99,385.96,395.96,38306874
1001,16/07/2020,386.09,389.62,383.62,386.25,27645927
1002,17/07/2020,385.31,388.59,383.36,387.95,23046755
1003,20/07/2020,393.43,394,384.25,385.67,22397208
1004,21/07/2020,388,397,386.97,396.69,25627347
1005,22/07/2020,389.09,391.9,386.41,386.77,22250413
1006,23/07/2020,371.38,388.31,368.039,387.9935,49251108
1007,24/07/2020,370.46,371.88,356.58,363.95,46359716
1008,27/07/2020,379.24,379.62,373.92,374.84,30303548
1009,28/07/2020,373.01,378.1986,372.99,377.47,25906375
1010,29/07/2020,380.16,380.92,374.85,375,22582314
1011,30/07/2020,384.76,385.19,375.07,376.75,39532505
1012,31/07/2020,425.04,425.66,403.3,411.535,93573867
1013,03/08/2020,435.75,446.5457,431.57,432.8,77037847
1014,04/08/2020,438.66,443.16,433.55,436.53,43198092
1015,05/08/2020,440.25,441.57,435.59,437.51,30497988
1016,06/08/2020,455.61,457.65,439.19,441.62,50607225
1017,07/08/2020,444.45,454.7,441.17,452.82,49511403
1018,10/08/2020,450.91,455.1,440,450.4,53100856
1019,11/08/2020,437.5,449.93,436.4267,447.875,46975594
1020,12/08/2020,452.04,453.1,441.19,441.99,41486205
1021,13/08/2020,460.04,464.17,455.71,457.72,52520516
1022,14/08/2020,459.63,460,452.18,459.315,41391302
1023,17/08/2020,458.43,464.35,455.8501,464.25,29431414
1024,18/08/2020,462.25,464,456.03,457.41,26408385
1025,19/08/2020,462.83,468.65,462.44,463.933,36384502
1026,20/08/2020,473.1,473.568,462.9335,463,31726797
1027,21/08/2020,497.48,499.472,477,477.05,84513660
1028,24/08/2020,503.43,515.14,495.745,514.79,86484442
1029,25/08/2020,499.3,500.7172,492.21,498.79,52873947
1030,26/08/2020,506.09,507.97,500.33,504.7165,40755567
1031,27/08/2020,500.04,509.94,495.33,508.57,38888096
1032,28/08/2020,499.23,505.77,498.31,504.05,46907479
1033,31/08/2020,129.04,131,126,127.58,223505733
1034,01/09/2020,134.18,134.8,130.53,132.76,152470142
1035,02/09/2020,131.4,137.98,127,137.59,200118991
1036,03/09/2020,120.88,128.84,120.5,126.91,257599640
1037,04/09/2020,120.96,123.7,110.89,120.07,332607163
1038,08/09/2020,112.82,118.99,112.68,113.95,231366563
1039,09/09/2020,117.32,119.14,115.26,117.26,176940455
1040,10/09/2020,113.49,120.5,112.5,120.36,182274391
1041,11/09/2020,112,115.23,110,114.57,180860325
1042,14/09/2020,115.355,115.93,112.8,114.72,140150087
1043,15/09/2020,115.54,118.829,113.61,118.33,184642039
1044,16/09/2020,112.13,116,112.04,115.23,155026675
1045,17/09/2020,110.34,112.2,108.71,109.72,178010968
1046,18/09/2020,106.84,110.88,106.09,110.4,287104882
1047,21/09/2020,110.08,110.19,103.1,104.54,195713815
1048,22/09/2020,111.81,112.86,109.16,112.68,183055373
1049,23/09/2020,107.12,112.11,106.77,111.62,150718671
1050,24/09/2020,108.22,110.25,105,105.17,167743349
1051,25/09/2020,112.28,112.44,107.67,108.43,149981441
1052,28/09/2020,114.96,115.32,112.78,115.01,137672403
1053,29/09/2020,114.09,115.31,113.57,114.55,100060526
1054,30/09/2020,115.81,117.26,113.62,113.79,142675184
1055,01/10/2020,116.79,117.72,115.83,117.64,116120440
1056,02/10/2020,113.02,115.37,112.22,112.89,144711986
1057,05/10/2020,116.5,116.65,113.55,113.91,106243839
1058,06/10/2020,113.16,116.12,112.25,115.7,161498212
1059,07/10/2020,115.08,115.55,114.13,114.62,96848985
1060,08/10/2020,114.97,116.4,114.5901,116.25,83477153
1061,09/10/2020,116.97,117,114.92,115.28,100506865
1062,12/10/2020,124.4,125.18,119.2845,120.06,240226769
1063,13/10/2020,121.1,125.39,119.65,125.27,262330451
1064,14/10/2020,121.19,123.03,119.62,121,151062308
1065,15/10/2020,120.71,121.2,118.15,118.72,112559219
1066,16/10/2020,119.02,121.548,118.81,121.28,115393808
1067,19/10/2020,115.98,120.419,115.66,119.96,120639337
1068,20/10/2020,117.51,118.98,115.63,116.2,124423728
1069,21/10/2020,116.87,118.705,116.45,116.67,89945980
1070,22/10/2020,115.75,118.04,114.59,117.45,101987954
1071,23/10/2020,115.04,116.55,114.28,116.39,82572645
1072,26/10/2020,115.05,116.55,112.88,114.01,111850657
1073,27/10/2020,116.6,117.28,114.5399,115.49,92276772
1074,28/10/2020,111.2,115.43,111.1,115.05,143937823
1075,29/10/2020,115.32,116.93,112.2,112.37,146129173
1076,30/10/2020,108.86,111.99,107.72,111.06,190573476
1077,02/11/2020,108.77,110.68,107.32,109.11,122866899
1078,03/11/2020,110.44,111.49,108.73,109.66,107624448
1079,04/11/2020,114.95,115.59,112.35,114.14,138235482
1080,05/11/2020,119.03,119.62,116.8686,117.95,126387074
1081,06/11/2020,118.69,119.2,116.13,118.32,114457922
1082,09/11/2020,116.32,121.99,116.05,120.5,154515315
1083,10/11/2020,115.97,117.59,114.13,115.55,138023390
1084,11/11/2020,119.49,119.63,116.44,117.19,112294954
1085,12/11/2020,119.21,120.53,118.57,119.62,103350674
1086,13/11/2020,119.26,119.6717,117.87,119.44,81688586
1087,16/11/2020,120.3,120.99,118.146,118.92,91183018
1088,17/11/2020,119.39,120.6741,118.96,119.55,74270973
1089,18/11/2020,118.03,119.82,118,118.61,76322111
1090,19/11/2020,118.64,119.06,116.81,117.59,74112972
1091,20/11/2020,117.34,118.77,117.29,118.64,73604287
1092,23/11/2020,113.85,117.6202,113.75,117.18,127959318
1093,24/11/2020,115.17,115.85,112.59,113.91,113226248
1094,25/11/2020,116.03,116.75,115.17,115.55,76499234
1095,27/11/2020,116.59,117.49,116.22,116.57,46691331
1096,30/11/2020,119.05,120.97,116.81,116.97,169410176
1097,01/12/2020,122.72,123.4693,120.01,121.01,125920963
1098,02/12/2020,123.08,123.37,120.89,122.02,89004195
1099,03/12/2020,122.94,123.78,122.21,123.52,78967630
1100,04/12/2020,122.25,122.8608,121.52,122.6,78260421
1101,07/12/2020,123.75,124.57,122.25,122.31,86711990
1102,08/12/2020,124.38,124.98,123.09,124.37,82225512
1103,09/12/2020,121.78,125.95,121,124.53,115089193
1104,10/12/2020,123.24,123.87,120.15,120.5,81312170
1105,11/12/2020,122.41,122.76,120.55,122.43,86939786
1106,14/12/2020,121.78,123.35,121.54,122.6,79075988
1107,15/12/2020,127.88,127.9,124.13,124.34,157572262
1108,16/12/2020,127.81,128.37,126.56,127.41,98208591
1109,17/12/2020,128.7,129.58,128.045,128.9,94359811
1110,18/12/2020,126.655,129.1,126.12,128.96,192541496
1111,21/12/2020,128.23,128.31,123.449,125.02,121251553
1112,22/12/2020,131.88,134.405,129.65,131.61,169351825
1113,23/12/2020,130.96,132.43,130.78,132.16,88223692
1114,24/12/2020,131.97,133.46,131.1,131.32,54930064
1115,28/12/2020,136.69,137.34,133.51,133.99,123124632
1116,29/12/2020,134.87,138.789,134.3409,138.05,121047324
1117,30/12/2020,133.72,135.99,133.4,135.58,96452124
1118,31/12/2020,132.69,134.74,131.72,134.08,99116586
1119,04/01/2021,129.41,133.6116,126.76,133.52,143301887
1120,05/01/2021,131.01,131.74,128.43,128.89,97664898
1121,06/01/2021,126.6,131.0499,126.382,127.72,155087970
1122,07/01/2021,130.92,131.63,127.86,128.36,109578157
1123,08/01/2021,132.05,132.63,130.23,132.43,105158245
1124,11/01/2021,128.98,130.17,128.5,129.19,100620880
1125,12/01/2021,128.8,129.69,126.86,128.5,90440255
1126,13/01/2021,130.89,131.45,128.49,128.76,88636831
1127,14/01/2021,128.91,131,128.76,130.8,90221755
1128,15/01/2021,127.14,130.2242,127,128.78,111598531
1129,19/01/2021,127.83,128.71,126.938,127.78,90757329
1130,20/01/2021,132.03,132.49,128.55,128.66,104319489
1131,21/01/2021,136.87,139.67,133.59,133.8,120529544
1132,22/01/2021,139.07,139.85,135.02,136.28,114459360
1133,25/01/2021,142.92,145.09,136.54,143.07,157611713
1134,26/01/2021,143.16,144.3,141.37,143.6,98390555
1135,27/01/2021,142.06,144.3,140.41,143.43,140843759
1136,28/01/2021,137.09,141.99,136.7,139.52,142621128
1137,29/01/2021,131.96,136.74,130.21,135.83,177523812
1138,01/02/2021,134.14,135.38,130.93,133.75,106239823
1139,02/02/2021,134.99,136.31,134.61,135.73,82266419
1140,03/02/2021,133.94,135.77,133.61,135.76,89880937
1141,04/02/2021,137.39,137.4,134.59,136.3,84183061
1142,05/02/2021,136.76,137.42,135.86,137.35,75693830
1143,08/02/2021,136.91,136.96,134.92,136.03,71297214
1144,09/02/2021,136.01,137.877,135.85,136.62,75986989
1145,10/02/2021,135.39,136.99,134.4,136.48,72647988
1146,11/02/2021,135.13,136.39,133.77,135.9,64280029
1147,12/02/2021,135.37,135.53,133.6921,134.35,60145130
1148,16/02/2021,133.19,136.01,132.79,135.49,80576316
1149,17/02/2021,130.84,132.22,129.47,131.25,97372199
1150,18/02/2021,129.71,129.995,127.41,129.2,96856748
1151,19/02/2021,129.87,130.71,128.8,130.24,87668834
1152,22/02/2021,126,129.72,125.6,128.01,102886922
1153,23/02/2021,125.86,126.71,118.39,123.76,158273022
1154,24/02/2021,125.35,125.56,122.23,124.94,111039904
1155,25/02/2021,120.99,126.4585,120.54,124.68,144766924
1156,26/02/2021,121.26,124.85,121.2,122.59,163424672
1157,01/03/2021,127.79,127.93,122.79,123.75,116307892
1158,02/03/2021,125.12,128.72,125.01,128.41,102260945
1159,03/03/2021,122.06,125.71,121.84,124.81,112966340
1160,04/03/2021,120.13,123.6,118.62,121.75,178154975
1161,05/03/2021,121.42,121.935,117.57,120.98,153766601
1162,08/03/2021,116.36,121,116.21,120.93,154376610
1163,09/03/2021,121.085,122.06,118.79,119.03,129525780
1164,10/03/2021,119.98,122.17,119.45,121.69,111943326
1165,11/03/2021,121.96,123.21,121.26,122.54,103026514
1166,12/03/2021,121.03,121.17,119.16,120.4,88105050
1167,15/03/2021,123.99,124,120.42,121.41,92590555
1168,16/03/2021,125.57,127.22,124.715,125.7,115227936
1169,17/03/2021,124.76,125.8599,122.336,124.05,111932636
1170,18/03/2021,120.53,123.18,120.32,122.88,121469755
1171,19/03/2021,119.99,121.43,119.675,119.9,185549522
1172,22/03/2021,123.39,123.87,120.26,120.33,111912284
1173,23/03/2021,122.54,124.24,122.14,123.33,95467142
1174,24/03/2021,120.09,122.9,120.065,122.82,88530485
1175,25/03/2021,120.59,121.66,119,119.54,98844681
1176,26/03/2021,121.21,121.48,118.92,120.35,94071234
1177,29/03/2021,121.39,122.58,120.7299,121.65,80819203
1178,30/03/2021,119.9,120.4031,118.86,120.11,85671919
1179,31/03/2021,122.15,123.52,121.15,121.65,118323826
1180,01/04/2021,123,124.18,122.49,123.66,75089134
1181,05/04/2021,125.9,126.1601,123.07,123.87,88651175
1182,06/04/2021,126.21,127.13,125.65,126.5,80171253
1183,07/04/2021,127.9,127.92,125.14,125.83,83466716
1184,08/04/2021,130.36,130.39,128.52,128.95,88844591
1185,09/04/2021,132.995,133.04,129.47,129.8,106686703
1186,12/04/2021,131.24,132.85,130.63,132.52,91419983
1187,13/04/2021,134.43,134.66,131.93,132.44,91266545
1188,14/04/2021,132.03,135,131.655,134.94,87222782
1189,15/04/2021,134.5,135,133.64,133.82,89347102
1190,16/04/2021,134.16,134.67,133.28,134.3,84922386
1191,19/04/2021,134.84,135.47,133.34,133.51,94264215
1192,20/04/2021,133.11,135.53,131.81,135.02,94812349
1193,21/04/2021,133.5,133.75,131.3001,132.36,68847136
1194,22/04/2021,131.94,134.15,131.41,133.04,84566456
1195,23/04/2021,134.32,135.12,132.16,132.16,78756779
1196,26/04/2021,134.72,135.06,133.56,134.83,66905069
1197,27/04/2021,134.39,135.41,134.11,135.01,66015804
1198,28/04/2021,133.58,135.02,133.08,134.31,107760097
1199,29/04/2021,133.48,137.07,132.45,136.47,151100953
1200,30/04/2021,131.46,133.56,131.065,131.78,109839466
1201,03/05/2021,132.54,134.07,131.83,132.04,75135100
1202,04/05/2021,127.85,131.4899,126.7,131.19,137564718
1203,05/05/2021,128.1,130.45,127.97,129.2,84000900
1204,06/05/2021,129.74,129.75,127.13,127.89,78128334
1205,07/05/2021,130.21,131.2582,129.475,130.85,78973273
1206,10/05/2021,126.85,129.54,126.81,129.41,88071229
1207,11/05/2021,125.91,126.27,122.77,123.5,126142826
1208,12/05/2021,122.77,124.64,122.25,123.4,112172282
1209,13/05/2021,124.97,126.15,124.26,124.58,105861339
1210,14/05/2021,127.45,127.89,125.85,126.25,81917951
1211,17/05/2021,126.27,126.93,125.17,126.82,74244624
1212,18/05/2021,124.85,126.99,124.78,126.56,63342929
1213,19/05/2021,124.69,124.915,122.86,123.16,92611989
1214,20/05/2021,127.31,127.72,125.1,125.23,76857123
1215,21/05/2021,125.43,128,125.21,127.82,79295436
1216,24/05/2021,127.1,127.94,125.94,126.01,63092945
1217,25/05/2021,126.9,128.32,126.32,127.82,72009482
1218,26/05/2021,126.85,127.39,126.42,126.955,56575920
1219,27/05/2021,125.28,127.64,125.08,126.44,94625601
1220,28/05/2021,124.61,125.8,124.55,125.57,71311109
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
