,date,close,high,low,open,volume
187,21/04/2017,142.27,142.68,141.85,142.44,17320928
188,24/04/2017,143.64,143.95,143.18,143.5,17116599
189,25/04/2017,144.53,144.9,143.87,143.91,18216472
190,26/04/2017,143.68,144.6,143.3762,144.47,19614287
191,27/04/2017,143.79,144.16,143.31,143.9225,13948980
192,28/04/2017,143.65,144.3,143.27,144.09,20247187
193,01/05/2017,146.58,147.2,144.96,145.1,32818760
194,02/05/2017,147.51,148.09,146.84,147.54,39752670
195,03/05/2017,147.06,147.49,144.27,145.59,45142806
196,04/05/2017,146.53,147.14,145.81,146.52,23275690
197,05/05/2017,148.96,148.98,146.76,146.76,26787359
198,08/05/2017,153.01,153.7,149.03,149.03,48339210
199,09/05/2017,153.99,154.88,153.45,153.87,35942435
200,10/05/2017,153.26,153.94,152.11,153.63,25670456
201,11/05/2017,153.95,154.07,152.31,152.45,25596687
202,12/05/2017,156.1,156.42,154.67,154.7,32221756
203,15/05/2017,155.7,156.65,155.05,156.01,25700983
204,16/05/2017,155.47,156.06,154.72,155.94,19904679
205,17/05/2017,150.25,154.57,149.71,153.6,49482818
206,18/05/2017,152.54,153.34,151.13,151.27,33159664
207,19/05/2017,153.06,153.98,152.63,153.38,26733798
208,22/05/2017,153.99,154.58,152.91,154,22340069
209,23/05/2017,153.8,154.9,153.31,154.9,19430358
210,24/05/2017,153.34,154.17,152.67,153.84,19118319
211,25/05/2017,153.87,154.35,153.03,153.73,19044463
212,26/05/2017,153.61,154.24,153.31,154,21632202
213,30/05/2017,153.67,154.43,153.33,153.42,20034934
214,31/05/2017,152.76,154.17,152.38,153.97,23162873
215,01/06/2017,153.18,153.33,152.22,153.17,16180143
216,02/06/2017,155.45,155.45,152.89,153.58,27285861
217,05/06/2017,153.93,154.45,153.46,154.34,24803858
218,06/06/2017,154.45,155.81,153.78,153.9,26249630
219,07/06/2017,155.37,155.98,154.48,155.02,20678772
220,08/06/2017,154.99,155.54,154.4,155.25,20771367
221,09/06/2017,148.98,155.19,146.02,155.19,64882700
222,12/06/2017,145.42,146.09,142.51,145.74,71563614
223,13/06/2017,146.59,147.45,145.15,147.16,33749154
224,14/06/2017,145.16,147.5,143.84,147.5,31224203
225,15/06/2017,144.29,144.4798,142.21,143.32,31348832
226,16/06/2017,142.27,144.5,142.2,143.78,49180748
227,19/06/2017,146.34,146.74,143.66,143.66,31449132
228,20/06/2017,145.01,146.87,144.94,146.87,24572170
229,21/06/2017,145.87,146.0693,144.61,145.52,21064679
230,22/06/2017,145.63,146.7,145.1199,145.77,18673365
231,23/06/2017,146.28,147.16,145.11,145.13,25997976
232,26/06/2017,145.82,148.28,145.38,147.17,25524661
233,27/06/2017,143.73,146.16,143.62,145.01,24423643
234,28/06/2017,145.83,146.11,143.1601,144.49,21915939
235,29/06/2017,143.68,145.13,142.28,144.71,31116980
236,30/06/2017,144.02,144.96,143.78,144.45,22328979
237,03/07/2017,143.5,145.3,143.1,144.88,14258300
238,05/07/2017,144.09,144.79,142.7237,143.69,20758795
239,06/07/2017,142.73,143.5,142.41,143.02,23374374
240,07/07/2017,144.18,144.75,142.9,142.9,18505351
241,10/07/2017,145.06,145.95,143.37,144.11,21030466
242,11/07/2017,145.53,145.85,144.38,144.73,18311156
243,12/07/2017,145.74,146.18,144.82,145.87,23617964
244,13/07/2017,147.77,148.49,145.44,145.5,24922788
245,14/07/2017,149.04,149.33,147.33,147.97,19961788
246,17/07/2017,149.56,150.9,148.57,148.82,23243713
247,18/07/2017,150.08,150.13,148.67,149.2,17713795
248,19/07/2017,151.02,151.42,149.95,150.48,20615419
249,20/07/2017,150.34,151.74,150.19,151.5,17053326
250,21/07/2017,150.27,150.44,148.88,149.99,24671002
251,24/07/2017,152.09,152.44,149.9,150.58,21122730
252,25/07/2017,152.74,153.84,151.8,151.8,18612649
253,26/07/2017,153.46,153.93,153.06,153.35,15172136
254,27/07/2017,150.56,153.99,147.3,153.75,32175875
255,28/07/2017,149.5,150.23,149.19,149.89,16832947
256,31/07/2017,148.73,150.33,148.13,149.9,19422655
257,01/08/2017,150.05,150.22,148.41,149.1,24725526
258,02/08/2017,157.14,159.75,156.16,159.28,69222793
259,03/08/2017,155.57,157.21,155.02,157.05,26000738
260,04/08/2017,156.39,157.4,155.69,156.07,20349532
261,07/08/2017,158.81,158.92,156.6701,157.06,21870321
262,08/08/2017,160.08,161.83,158.27,158.6,35775675
263,09/08/2017,161.059998,161.27,159.11,159.26,25640394
264,10/08/2017,155.32,160,154.63,159.9,39081017
265,11/08/2017,157.48,158.5728,156.07,156.6,25943187
266,14/08/2017,159.85,160.21,158.75,159.32,21754810
267,15/08/2017,161.6,162.195,160.14,160.66,27936774
268,16/08/2017,160.95,162.51,160.15,161.94,27321761
269,17/08/2017,157.86,160.71,157.84,160.52,26925694
270,18/08/2017,157.5,159.5,156.72,157.86,27012525
271,21/08/2017,157.21,157.89,155.1101,157.5,26145653
272,22/08/2017,159.78,160,158.02,158.23,21297812
273,23/08/2017,159.98,160.47,158.88,159.07,19198189
274,24/08/2017,159.27,160.74,158.55,160.43,19029621
275,25/08/2017,159.86,160.56,159.27,159.65,25015218
276,28/08/2017,161.47,162,159.93,160.14,25279674
277,29/08/2017,162.91,163.12,160,160.1,29307862
278,30/08/2017,163.35,163.89,162.61,163.8,26973946
279,31/08/2017,164,164.52,163.48,163.64,26412439
280,01/09/2017,164.05,164.94,163.63,164.8,16508568
281,05/09/2017,162.08,164.25,160.56,163.75,29317054
282,06/09/2017,161.91,162.99,160.52,162.71,21179047
283,07/09/2017,161.26,162.24,160.36,162.09,21722995
284,08/09/2017,158.63,161.15,158.53,160.86,28183159
285,11/09/2017,161.5,162.05,159.89,160.5,31028926
286,12/09/2017,160.86,163.96,158.77,162.61,71139119
287,13/09/2017,159.65,159.96,157.91,159.87,44393752
288,14/09/2017,158.28,159.4,158.09,158.99,23073646
289,15/09/2017,159.88,160.97,158,158.47,48203642
290,18/09/2017,158.67,160.5,157.995,160.11,27939718
291,19/09/2017,158.73,159.77,158.44,159.51,20347352
292,20/09/2017,156.07,158.26,153.83,157.9,51693239
293,21/09/2017,153.39,155.8,152.75,155.8,36643382
294,22/09/2017,151.89,152.27,150.56,152.02,46114424
295,25/09/2017,150.55,151.83,149.16,149.99,43922334
296,26/09/2017,153.14,153.92,151.69,151.78,35470985
297,27/09/2017,154.23,154.7189,153.54,153.8,24959552
298,28/09/2017,153.28,154.28,152.7,153.89,21896592
299,29/09/2017,154.12,154.13,152,153.21,25856530
300,02/10/2017,153.81,154.45,152.72,154.26,18524860
301,03/10/2017,154.48,155.09,153.91,154.01,16146388
302,04/10/2017,153.48,153.86,152.46,153.63,19844177
303,05/10/2017,155.39,155.44,154.05,154.18,21032800
304,06/10/2017,155.3,155.49,154.56,154.97,16423749
305,09/10/2017,155.84,156.73,155.485,155.81,16200129
306,10/10/2017,155.9,158,155.1,156.055,15456331
307,11/10/2017,156.55,156.98,155.75,155.97,16607693
308,12/10/2017,156,157.37,155.7299,156.35,16045720
309,13/10/2017,156.99,157.28,156.41,156.73,16287608
310,16/10/2017,159.88,160,157.65,157.9,23894630
311,17/10/2017,160.47,160.87,159.23,159.78,18816438
312,18/10/2017,159.76,160.71,159.6,160.42,16158659
313,19/10/2017,155.98,157.08,155.02,156.75,42111326
314,20/10/2017,156.25,157.75,155.96,156.61,23612246
315,23/10/2017,156.17,157.69,155.5,156.89,21654461
316,24/10/2017,157.1,157.42,156.2,156.29,17137731
317,25/10/2017,156.41,157.55,155.27,156.91,20126554
318,26/10/2017,157.41,157.8295,156.78,157.23,16751691
319,27/10/2017,163.05,163.6,158.7,159.29,43904150
320,30/10/2017,166.72,168.07,163.72,163.89,43923292
321,31/10/2017,169.04,169.6499,166.94,167.9,35474672
322,01/11/2017,166.89,169.94,165.61,169.87,33100847
323,02/11/2017,168.11,168.5,165.28,167.64,32710040
324,03/11/2017,172.5,174.26,171.12,174,58683826
325,06/11/2017,174.25,174.99,171.72,172.365,34242566
326,07/11/2017,174.81,175.25,173.6,173.91,23910914
327,08/11/2017,176.24,176.24,174.33,174.66,23907639
328,09/11/2017,175.88,176.095,173.14,175.11,28636531
329,10/11/2017,174.67,175.38,174.27,175.11,25061183
330,13/11/2017,173.97,174.5,173.4,173.5,16828025
331,14/11/2017,171.34,173.48,171.18,173.04,23588451
332,15/11/2017,169.08,170.3197,168.38,169.97,28702351
333,16/11/2017,171.1,171.87,170.3,171.18,23497326
334,17/11/2017,170.15,171.39,169.64,171.04,21665811
335,20/11/2017,169.98,170.56,169.56,170.29,15974387
336,21/11/2017,173.14,173.7,170.78,170.78,24875471
337,22/11/2017,174.96,175,173.05,173.36,24997274
338,24/11/2017,174.97,175.5,174.6459,175.1,14026519
339,27/11/2017,174.09,175.08,173.34,175.05,20536313
340,28/11/2017,173.07,174.87,171.86,174.3,25468442
341,29/11/2017,169.48,172.92,167.16,172.63,40788324
342,30/11/2017,171.85,172.14,168.44,170.43,40172368
343,01/12/2017,171.05,171.67,168.5,169.95,39590080
344,04/12/2017,169.8,172.62,169.63,172.48,32115052
345,05/12/2017,169.64,171.52,168.4,169.06,27008428
346,06/12/2017,169.01,170.2047,166.46,167.5,28224357
347,07/12/2017,169.32,170.44,168.91,169.03,24469613
348,08/12/2017,169.37,171,168.82,170.49,23096872
349,11/12/2017,172.67,172.89,168.79,169.2,33092051
350,12/12/2017,171.7,172.39,171.461,172.15,18945457
351,13/12/2017,172.27,173.54,172,172.5,23142242
352,14/12/2017,172.22,173.13,171.65,172.4,20219307
353,15/12/2017,173.97,174.17,172.46,173.63,37054632
354,18/12/2017,176.42,177.2,174.86,174.88,28831533
355,19/12/2017,174.54,175.39,174.09,175.03,27078872
356,20/12/2017,174.35,175.42,173.25,174.87,23000392
357,21/12/2017,175.01,176.02,174.1,174.17,20356826
358,22/12/2017,175.01,175.42,174.5,174.68,16052615
359,26/12/2017,170.57,171.47,169.68,170.8,32968167
360,27/12/2017,170.6,170.78,169.71,170.1,21672062
361,28/12/2017,171.08,171.85,170.48,171,15997739
362,29/12/2017,169.23,170.59,169.22,170.52,25643711
363,02/01/2018,172.26,172.3,169.26,170.16,25048048
364,03/01/2018,172.23,174.55,171.96,172.53,28819653
365,04/01/2018,173.03,173.47,172.08,172.54,22211345
366,05/01/2018,175,175.37,173.05,173.44,23016177
367,08/01/2018,174.35,175.61,173.93,174.35,20134092
368,09/01/2018,174.33,175.06,173.41,174.55,21262614
369,10/01/2018,174.29,174.3,173,173.16,23589129
370,11/01/2018,175.28,175.49,174.49,174.59,17523256
371,12/01/2018,177.09,177.36,175.65,176.18,25039531
372,16/01/2018,176.19,179.39,176.14,177.9,29159005
373,17/01/2018,179.1,179.25,175.07,176.15,32752734
374,18/01/2018,179.26,180.1,178.25,179.37,30234512
375,19/01/2018,178.46,179.58,177.41,178.61,30827809
376,22/01/2018,177,177.78,176.6,177.3,26023683
377,23/01/2018,177.04,179.44,176.82,177.3,31702531
378,24/01/2018,174.22,177.3,173.2,177.25,50562257
379,25/01/2018,171.11,174.95,170.53,174.51,39661804
380,26/01/2018,171.51,172,170.06,172,37121805
381,29/01/2018,167.96,170.16,167.07,170.16,48434424
382,30/01/2018,166.97,167.37,164.7,165.53,45137026
383,31/01/2018,167.43,168.44,166.5,166.87,30984099
384,01/02/2018,167.78,168.62,166.76,167.17,38099665
385,02/02/2018,160.5,166.8,160.1,166,85436075
386,05/02/2018,156.49,163.88,156,159.1,66090446
387,06/02/2018,163.03,163.72,154,154.83,66625484
388,07/02/2018,159.54,163.4,159.07,163.09,50852130
389,08/02/2018,155.15,161,155.03,160.29,49594129
390,09/02/2018,156.41,157.89,150.24,157.07,66723743
391,12/02/2018,162.71,163.89,157.51,158.5,60560145
392,13/02/2018,164.34,164.75,161.65,161.95,32104756
393,14/02/2018,167.37,167.54,162.88,163.04,39669178
394,15/02/2018,172.99,173.09,169,169.79,50609595
395,16/02/2018,172.43,174.82,171.77,172.36,39638793
396,20/02/2018,171.85,174.26,171.42,172.05,33531012
397,21/02/2018,171.07,174.12,171.01,172.83,35833514
398,22/02/2018,172.5,173.95,171.71,171.8,30504116
399,23/02/2018,175.5,175.65,173.54,173.67,33329232
400,26/02/2018,178.97,179.39,176.21,176.35,36886432
401,27/02/2018,178.39,180.48,178.16,179.1,38685165
402,28/02/2018,178.12,180.62,178.05,179.26,33604574
403,01/03/2018,175,179.78,172.66,178.54,48801970
404,02/03/2018,176.21,176.3,172.45,172.8,38453950
405,05/03/2018,176.82,177.74,174.52,175.21,28401366
406,06/03/2018,176.67,178.25,176.13,177.91,23788506
407,07/03/2018,175.03,175.85,174.27,174.94,31703462
408,08/03/2018,176.94,177.12,175.07,175.48,23163767
409,09/03/2018,179.98,180,177.39,177.96,31385134
410,12/03/2018,181.72,182.39,180.21,180.29,32055405
411,13/03/2018,179.97,183.5,179.24,182.59,31168404
412,14/03/2018,178.44,180.52,177.81,180.32,29075469
413,15/03/2018,178.65,180.24,178.07,178.5,22584565
414,16/03/2018,178.02,179.12,177.62,178.65,36836456
415,19/03/2018,175.3,177.47,173.66,177.32,32804695
416,20/03/2018,175.24,176.8,174.94,175.24,19314039
417,21/03/2018,171.27,175.09,171.26,175.04,35247358
418,22/03/2018,168.85,172.68,168.6,170,41051076
419,23/03/2018,164.94,169.92,164.94,168.39,40248954
420,26/03/2018,172.77,173.1,166.44,168.07,36272617
421,27/03/2018,168.34,175.15,166.92,173.68,38962839
422,28/03/2018,166.48,170.02,165.19,167.25,41668545
423,29/03/2018,167.78,171.75,166.9,167.81,38398505
424,02/04/2018,166.68,168.94,164.47,166.64,37586791
425,03/04/2018,168.39,168.75,164.88,167.64,30278046
426,04/04/2018,171.61,172.01,164.77,164.88,34605489
427,05/04/2018,172.8,174.23,172.08,172.58,26933197
428,06/04/2018,168.38,172.48,168.2,170.97,35005290
429,09/04/2018,170.05,173.09,169.85,169.88,29017718
430,10/04/2018,173.25,174,171.53,173,28614241
431,11/04/2018,172.44,173.92,171.7,172.23,22431640
432,12/04/2018,174.14,175,173.04,173.41,22889285
433,13/04/2018,174.73,175.84,173.85,174.78,25124255
434,16/04/2018,175.82,176.19,174.83,175.03,21578420
435,17/04/2018,178.24,178.94,176.41,176.49,26605442
436,18/04/2018,177.84,178.82,176.88,177.81,20754538
437,19/04/2018,172.8,175.39,172.66,173.76,34808800
438,20/04/2018,165.72,171.22,165.43,170.6,65491140
439,23/04/2018,165.24,166.92,164.09,166.83,36515477
440,24/04/2018,162.94,166.33,161.22,165.67,33692017
441,25/04/2018,163.65,165.42,162.41,162.62,28382084
442,26/04/2018,164.22,165.73,163.37,164.12,27963014
443,27/04/2018,162.32,164.33,160.63,164,35655839
444,30/04/2018,165.26,167.26,161.84,162.13,42427424
445,01/05/2018,169.1,169.2,165.27,166.41,53569376
446,02/05/2018,176.57,177.75,173.8,175.23,66539371
447,03/05/2018,176.89,177.5,174.44,175.88,34068180
448,04/05/2018,183.83,184.25,178.17,178.25,56201317
449,07/05/2018,185.16,187.67,184.75,185.18,42451423
450,08/05/2018,186.05,186.22,183.67,184.99,28402777
451,09/05/2018,187.36,187.4,185.22,186.55,23211241
452,10/05/2018,190.04,190.37,187.65,187.74,27989289
453,11/05/2018,188.59,190.06,187.45,189.49,26212221
454,14/05/2018,188.15,189.53,187.86,189.01,20778772
455,15/05/2018,186.44,187.07,185.1,186.78,23695159
456,16/05/2018,188.18,188.46,186,186.07,19183064
457,17/05/2018,186.99,188.91,186.36,188,17294029
458,18/05/2018,186.31,187.81,186.13,187.19,18297728
459,21/05/2018,187.63,189.27,186.91,188,18400787
460,22/05/2018,187.16,188.88,186.78,188.38,15240704
461,23/05/2018,188.36,188.5,185.76,186.35,20058415
462,24/05/2018,188.15,188.84,186.21,188.77,23233975
463,25/05/2018,188.58,189.65,187.65,188.23,17460963
464,29/05/2018,187.9,188.75,186.87,187.6,22514075
465,30/05/2018,187.5,188,186.78,187.72,18690547
466,31/05/2018,186.87,188.23,186.14,187.22,27482793
467,01/06/2018,190.24,190.26,187.75,187.99,23442510
468,04/06/2018,191.83,193.42,191.35,191.64,26266174
469,05/06/2018,193.31,193.94,192.36,193.07,21565963
470,06/06/2018,193.98,194.08,191.92,193.63,20933619
471,07/06/2018,193.46,194.2,192.34,194.14,21347180
